"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 31, 2020","3.3574","3.4504","3.5334","3.3435","18.17M","-2.70%"
"Aug 30, 2020","3.4505","3.4318","3.6683","3.3885","22.58M","0.54%"
"Aug 29, 2020","3.4318","3.3408","3.5204","3.2265","22.32M","2.73%"
"Aug 28, 2020","3.3408","3.3668","3.4678","3.2825","17.73M","-0.78%"
"Aug 27, 2020","3.3672","3.7817","3.8753","3.2113","32.22M","-10.96%"
"Aug 26, 2020","3.7816","3.4821","3.9949","3.4369","34.95M","8.60%"
"Aug 25, 2020","3.4821","3.8192","3.8643","3.3419","39.73M","-8.83%"
"Aug 24, 2020","3.8192","3.9747","4.1681","3.7650","25.91M","-3.91%"
"Aug 23, 2020","3.9746","4.1620","4.3084","3.8283","35.03M","-4.50%"
"Aug 22, 2020","4.1619","3.7661","4.3206","3.4378","52.68M","10.51%"
"Aug 21, 2020","3.7661","4.0791","5.3673","3.7532","143.96M","-7.66%"
"Aug 20, 2020","4.0784","3.2949","4.1517","3.2906","56.18M","23.78%"
"Aug 19, 2020","3.2949","3.2925","3.4923","3.0253","35.24M","0.07%"
"Aug 18, 2020","3.2924","3.4180","3.5975","3.2119","25.07M","-3.64%"
"Aug 17, 2020","3.4169","3.3357","3.5660","3.2725","27.71M","2.43%"
"Aug 16, 2020","3.3358","3.0960","3.4363","2.9627","24.49M","7.74%"
"Aug 15, 2020","3.0960","3.0984","3.2193","3.0271","23.01M","-0.08%"
"Aug 14, 2020","3.0984","2.8586","3.1658","2.7846","44.46M","8.39%"
"Aug 13, 2020","2.8586","2.7987","2.8751","2.6493","25.11M","2.14%"
"Aug 12, 2020","2.7986","2.7228","2.8138","2.5920","24.06M","2.78%"
"Aug 11, 2020","2.7228","2.9293","2.9711","2.6053","27.46M","-7.06%"
"Aug 10, 2020","2.9296","2.7161","2.9942","2.6991","28.70M","7.86%"
