"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 20, 2020","0.8803","0.8296","0.9166","0.8252","2.94M","6.12%"
"Oct 19, 2020","0.8296","0.8179","0.8372","0.8043","687.71K","1.42%"
"Oct 18, 2020","0.8179","0.8112","0.8272","0.7875","669.91K","0.81%"
"Oct 17, 2020","0.8113","0.7999","0.8158","0.7818","390.95K","1.43%"
"Oct 16, 2020","0.7999","0.8033","0.8208","0.7582","1.04M","-0.43%"
"Oct 15, 2020","0.8033","0.7959","0.8279","0.7721","937.05K","0.93%"
"Oct 14, 2020","0.7959","0.8102","0.8187","0.7873","642.97K","-1.76%"
"Oct 13, 2020","0.8102","0.8204","0.8416","0.7999","521.94K","-1.28%"
"Oct 12, 2020","0.8207","0.8203","0.8469","0.7957","744.71K","0.05%"
"Oct 11, 2020","0.8203","0.8172","0.8346","0.7993","664.91K","0.39%"
"Oct 10, 2020","0.8172","0.8165","0.8413","0.7999","788.29K","0.09%"
"Oct 09, 2020","0.8165","0.7398","0.8295","0.7302","1.34M","10.36%"
"Oct 08, 2020","0.7398","0.7160","0.7660","0.7060","1.04M","3.31%"
"Oct 07, 2020","0.7162","0.7229","0.7248","0.6990","754.49K","-0.94%"
"Oct 06, 2020","0.7229","0.7639","0.7679","0.7093","827.35K","-5.36%"
"Oct 05, 2020","0.7639","0.7683","0.7733","0.7543","521.03K","-0.58%"
"Oct 04, 2020","0.7683","0.7693","0.7793","0.7577","396.41K","-0.24%"
"Oct 03, 2020","0.7701","0.7818","0.7935","0.7695","434.70K","-1.49%"
"Oct 02, 2020","0.7818","0.8103","0.8128","0.7184","1.89M","-3.46%"
"Oct 01, 2020","0.8098","0.8241","0.8511","0.7795","893.31K","-1.73%"
"Sep 30, 2020","0.8241","0.8112","0.8277","0.7906","737.04K","1.58%"
"Sep 29, 2020","0.8112","0.8150","0.8365","0.7856","926.80K","-0.45%"
"Sep 28, 2020","0.8149","0.8254","0.9005","0.8121","1.44M","-1.27%"
"Sep 27, 2020","0.8254","0.8251","0.8555","0.7821","1.01M","0.04%"
"Sep 26, 2020","0.8251","0.7670","0.8747","0.7647","1.57M","7.57%"
"Sep 25, 2020","0.7670","0.7491","0.7743","0.7128","1.07M","2.39%"
"Sep 24, 2020","0.7491","0.6793","0.7533","0.6752","1.28M","10.28%"
"Sep 23, 2020","0.6793","0.7522","0.7630","0.6637","1.17M","-9.69%"
"Sep 22, 2020","0.7522","0.7261","0.7621","0.7078","832.00K","3.59%"
"Sep 21, 2020","0.7261","0.7985","0.8216","0.6739","2.25M","-9.07%"
"Sep 20, 2020","0.7985","0.8403","0.8456","0.7680","1.22M","-4.97%"
"Sep 19, 2020","0.8403","0.8356","0.8454","0.8158","561.26K","0.58%"
"Sep 18, 2020","0.8355","0.8571","0.8697","0.8131","791.37K","-2.52%"
"Sep 17, 2020","0.8571","0.8621","0.8799","0.8239","537.37K","-0.58%"
"Sep 16, 2020","0.8621","0.8638","0.8650","0.8253","672.17K","-0.21%"
"Sep 15, 2020","0.8638","0.8878","0.9295","0.8613","1.09M","-2.70%"
"Sep 14, 2020","0.8878","0.8728","0.9251","0.8546","952.49K","1.72%"
"Sep 13, 2020","0.8728","0.9361","0.9440","0.8420","1.06M","-6.76%"
"Sep 12, 2020","0.9361","0.8869","0.9425","0.8814","1.27M","5.51%"
"Sep 11, 2020","0.8873","0.8676","0.8884","0.8490","698.45K","2.26%"
"Sep 10, 2020","0.8676","0.8346","0.8975","0.8346","1.47M","3.96%"
"Sep 09, 2020","0.8346","0.8182","0.8499","0.7967","1.23M","2.00%"
"Sep 08, 2020","0.8182","0.8515","0.8602","0.7829","1.29M","-3.90%"
"Sep 07, 2020","0.8515","0.8394","0.8551","0.7630","2.39M","1.44%"
"Sep 06, 2020","0.8394","0.8111","0.8639","0.7641","1.72M","3.49%"
"Sep 05, 2020","0.8111","0.8791","0.9552","0.7603","3.27M","-7.73%"
"Sep 04, 2020","0.8791","0.8161","0.9088","0.8142","3.05M","7.71%"
"Sep 03, 2020","0.8161","1.0571","1.0853","0.8008","3.79M","-22.79%"
"Sep 02, 2020","1.0571","1.1200","1.1326","1.0240","2.75M","-5.62%"
"Sep 01, 2020","1.1200","1.1345","1.1502","1.1054","6.45M","-1.27%"
"Aug 31, 2020","1.1345","1.1677","1.1735","1.1259","5.79M","-2.85%"
"Aug 30, 2020","1.1677","1.1576","1.1882","1.1547","5.18M","0.88%"
"Aug 29, 2020","1.1576","1.1606","1.1714","1.1385","4.39M","-0.26%"
"Aug 28, 2020","1.1606","1.1440","1.1906","1.1400","4.13M","1.45%"
"Aug 27, 2020","1.1440","1.2211","1.2768","1.1074","13.70M","-6.32%"
"Aug 26, 2020","1.2211","1.1918","1.2559","1.1543","7.82M","2.40%"
"Aug 25, 2020","1.1925","1.2916","1.3138","1.1519","7.79M","-7.67%"
"Aug 24, 2020","1.2916","1.3062","1.3456","1.2734","1.77M","-1.12%"
"Aug 23, 2020","1.3062","1.3833","1.4430","1.3062","2.45M","-5.57%"
"Aug 22, 2020","1.3833","1.1893","1.4537","1.1171","3.93M","16.31%"
"Aug 21, 2020","1.1893","1.2387","1.3778","1.1855","2.89M","-3.99%"
"Aug 20, 2020","1.2387","1.1783","1.2505","1.1630","1.47M","5.12%"
"Aug 19, 2020","1.1783","1.3064","1.3070","1.1505","2.46M","-9.80%"
"Aug 18, 2020","1.3064","1.2357","1.4381","1.2319","4.10M","5.72%"
"Aug 17, 2020","1.2357","1.1628","1.2867","1.1529","2.70M","6.27%"
"Aug 16, 2020","1.1628","1.1122","1.1634","1.0938","762.17K","4.55%"
"Aug 15, 2020","1.1122","1.1494","1.1569","1.1071","991.72K","-3.24%"
"Aug 14, 2020","1.1494","1.1505","1.1945","1.1353","1.34M","-0.10%"
"Aug 13, 2020","1.1505","1.1230","1.1985","1.0931","1.72M","2.45%"
"Aug 12, 2020","1.1230","1.0938","1.1378","1.0440","1.36M","2.67%"
"Aug 11, 2020","1.0938","1.1951","1.1955","1.0597","2.00M","-8.47%"
"Aug 10, 2020","1.1950","1.0570","1.1993","1.0570","3.18M","13.06%"
"Aug 09, 2020","1.0570","1.0423","1.0602","1.0267","1.03M","1.41%"
