"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 01, 2021","0.082202","0.087897","0.087962","0.079850","287.98M","-6.48%"
"Jun 30, 2021","0.087897","0.086101","0.089687","0.079799","432.53M","2.45%"
"Jun 29, 2021","0.085798","0.079932","0.088612","0.079446","559.34M","7.35%"
"Jun 28, 2021","0.079923","0.071880","0.084393","0.071103","650.76M","11.19%"
"Jun 27, 2021","0.071880","0.070006","0.072184","0.067059","139.40M","2.68%"
"Jun 26, 2021","0.070006","0.069528","0.071521","0.065906","322.39M","0.66%"
"Jun 25, 2021","0.069545","0.078929","0.081318","0.068865","392.58M","-11.89%"
"Jun 24, 2021","0.078929","0.073651","0.079947","0.070372","316.28M","7.16%"
"Jun 23, 2021","0.073658","0.068551","0.079081","0.065700","487.83M","7.54%"
"Jun 22, 2021","0.068496","0.072487","0.078793","0.059818","848.29M","-5.60%"
"Jun 21, 2021","0.072562","0.095567","0.096040","0.072114","587.62M","-24.07%"
"Jun 20, 2021","0.095567","0.093124","0.097214","0.085962","269.79M","2.61%"
"Jun 19, 2021","0.093137","0.096165","0.098774","0.093043","183.50M","-3.05%"
"Jun 18, 2021","0.096062","0.103431","0.103520","0.092449","299.46M","-7.12%"
"Jun 17, 2021","0.103431","0.103989","0.109517","0.101834","301.99M","-0.54%"
"Jun 16, 2021","0.103989","0.107358","0.113941","0.102983","424.78M","-3.14%"
"Jun 15, 2021","0.107359","0.110538","0.114465","0.105824","391.23M","-2.88%"
"Jun 14, 2021","0.110538","0.107774","0.110973","0.104812","392.48M","2.52%"
"Jun 13, 2021","0.107816","0.098745","0.109334","0.095587","377.39M","9.23%"
"Jun 12, 2021","0.098702","0.102216","0.102700","0.092204","468.48M","-3.40%"
"Jun 11, 2021","0.102172","0.108507","0.115987","0.100771","601.82M","-5.60%"
"Jun 10, 2021","0.108232","0.115037","0.117025","0.105250","365.49M","-5.93%"
"Jun 09, 2021","0.115050","0.108362","0.115836","0.103521","535.75M","6.20%"
"Jun 08, 2021","0.108335","0.111129","0.112841","0.098826","613.82M","-2.29%"
"Jun 07, 2021","0.110871","0.123553","0.128977","0.108651","40.03M","-10.28%"
